Plant Abbr,Month,Day,Year,PMMoV_gc_g_dry_weight,PMMoV_gc_g_dry_weight_UCI,PMMoV_gc_g_dry_weight_LCI,BCoV_Recovery,BCoV_Recovery_UCI,BCoV_Recovery_LCI,N_Gene_gc_g_dry_weight,N_Gene_gc_g_dry_weight_UCI,N_Gene_gc_g_dry_weight_LCI,S_Gene_gc_g_dry_weight,S_Gene_gc_g_dry_weight_UCI,S_Gene_gc_g_dry_weight_LCI,ORF1a_gc_g_dry_weight,ORF1a_gc_g_dry_weight_UCI,ORF1a_gc_g_dry_weight_LCI,HV_6970_Del_gc_g_dry_weight,HV_6970_Del_gc_g_dry_weight_UCI,HV_6970_Del_gc_g_dry_weight_LCI,Delta_156157_gc_g_dry_weight,Delta_156157_gc_g_dry_weight_UCI,Delta_156157_gc_g_dry_weight_LCI,Del_143145_gc_g_dry_weight,Del_143145_gc_g_dry_weight_UCI,Del_143145_gc_g_dry_weight_LCI,Influenza_A_gc_g_dry_weight,Influenza_A_gc_g_dry_weight_UCI,Influenza_A_gc_g_dry_weight_LCI,Influenza_B_gc_g_dry_weight,Influenza_B_gc_g_dry_weight_UCI,Influenza_B_gc_g_dry_weight_LCI,RSV_gc_g_dry_weight,RSV_gc_g_dry_weight_UCI,RSV_gc_g_dry_weight_LCI,BA_2_LPPA24S_gc_g_dry_weight,BA_2_LPPA24S_gc_g_dry_weight_UCI,BA_2_LPPA24S_gc_g_dry_weight_LCI,BA_2_75_S_147E_S_152R_gc_g_dry_weight,BA_2_75_S_147E_S_152R_gc_g_dry_weight_UCI,BA_2_75_S_147E_S_152R_gc_g_dry_weight_LCI,BA_4_ORF1a_Del_141143_gc_g_dry_weight,BA_4_ORF1a_Del_141143_gc_g_dry_weight_UCI,BA_4_ORF1a_Del_141143_gc_g_dry_weight_LCI,HMPV_4_gc_g_dry_weight,HMPV_4_gc_g_dry_weight_UCI,HMPV_4_gc_g_dry_weight_LCI,MPXV_G2R_G_gc_g_dry_weight,MPXV_G2R_G_gc_g_dry_weight_UCI,MPXV_G2R_G_gc_g_dry_weight_LCI,MPXV_G2R_WA_gc_g_dry_weight,MPXV_G2R_WA_gc_g_dry_weight_UCI,MPXV_G2R_WA_gc_g_dry_weight_LCI,Noro_G2_gc_g_dry_weight,Noro_G2_gc_g_dry_weight_UCI,Noro_G2_gc_g_dry_weight_LCI
SJ,1,19,2022,2000491570,2053308969,1949069635,1.625,1.72,1.534,466124.769,481937.8066,441574.148,555523.137,574586.0913,532798.5873,,,,,,,3710.001807,4888.281678,2587.56005,450874.3029,466862.534,426055.2146,0,0,0,,,,14532.08121,18020.68447,11892.9505,,,,,,,,,,,,,,,,,,,,,
Sun,1,19,2022,5915425638,6145316859,5738503038,2.122,2.232,2.009,547777.1422,576758.669,502403.1498,615952.7793,634260.406,587957.3548,,,,,,,7121.095247,8668.539055,5569.271303,536364.4443,556445.7406,498243.6088,0,0,0,,,,13421.22901,15423.16632,11600.69668,,,,,,,,,,,,,,,,,,,,,
SVCW,1,19,2022,1863075043,1926520103,1806949607,2.172,2.347,2.018,915699.1283,949675.6932,880585.6193,883744.3527,925125.04,843190.2649,,,,,,,33118.17108,38930.04951,27916.42118,704092.7026,737548.9922,673335.7829,2759.640576,4724.52756,1321.027516,,,,50599.39047,57703.63859,43488.64095,,,,,,,,,,,,,,,,,,,,,
Gil,1,19,2022,932678482.4,953529217.2,911329683.3,2.091,2.263,1.912,535308.405,561653.4078,508540.0521,424090.5816,440586.8205,407596.3988,,,,,,,8096.375363,10557.14847,6051.683257,325165.3631,339607.2928,310725.0836,0,0,0,,,,27405.10136,31847.15907,23052.97987,,,,,,,,,,,,,,,,,,,,,
Dav,1,19,2022,815550993.5,852758744.1,784225188.5,0.974,1.041,0.907,135621.0726,147681.8527,123142.8677,137688.4137,147425.137,126902.8244,,,,,,,0,0,0,103240.6647,113444.1088,94811.60988,0,0,0,,,,9281.856579,11923.86286,6779.228565,,,,,,,,,,,,,,,,,,,,,
OSP,1,19,2022,10491051656,10624338843,10369349841,1.788,1.888,1.688,226860.3427,236751.6428,215937.9138,309924.7707,322642.5764,297129.9304,,,,,,,2208.989222,3177.208422,1338.65059,258208.0927,271216.4573,245178.0251,0,0,0,,,,4141.920593,5305.57455,2838.457094,,,,,,,,,,,,,,,,,,,,,
Mod,1,19,2022,2307063578,2351886674,2257477775,1.364,1.441,1.287,1230112.975,1305824.63,1154408.159,1132199.079,1206157.202,1048571.444,,,,,,,36198.07068,49696.3194,24978.08961,852506.0017,932899.3876,775266.8006,0,0,0,,,,52286.59202,68178.3139,39081.91604,,,,,,,,,,,,,,,,,,,,,
UCD,1,20,2022,408941775.6,428189008.7,392253950,1.412,1.512,1.321,36537.97248,42770.31239,30943.36681,36537.97248,42770.31239,30453.55968,,,,,,,0,0,0,25960.47964,31269.34736,20075.13781,0,0,0,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,
PA,1,20,2022,942146414.3,985081651.5,900663813.8,1.219,1.284,1.154,159352.9913,173175.0524,144726.3559,322703.2909,342577.5457,303599.7461,,,,,,,1677.166119,2678.868947,963.1086831,250939.5281,265571.0114,236424.711,3354.364523,4992.879651,2046.697808,,,,6708.857638,8528.305425,5168.710042,,,,,,,,,,,,,,,,,,,,,
Mer,1,20,2022,1558940687,1584993275,1530434056,0.395,0.425,0.365,351093.2588,365190.7402,334621.0948,333543.9113,345352.0055,320684.5668,,,,,,,,,,266237.9449,279988.9414,249977.3126,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sac,1,20,2022,1043488331,1062724993,1024581315,1.697,1.807,1.58,531769.5812,553355.129,505199.7717,655674.2627,674108.9974,636839.9918,,,,,,,11088.96463,12882.67714,9470.105349,550662.3556,567163.896,533176.1057,0,0,0,,,,12409.22459,14797.56598,9857.097185,,,,,,,,,,,,,,,,,,,,,
SJ,1,20,2022,1001248826,1021191921,954551935,1.657,1.74,1.563,530994.9464,551337.6485,509728.7335,555671.3378,573009.1851,539499.146,,,,,,,1875.055742,2855.727441,1149.778879,449308.9829,464970.971,434528.6888,0,0,0,,,,13501.38962,15870.74517,11380.77004,,,,,,,,,,,,,,,,,,,,,
Sun,1,20,2022,1411016105,1428401768,1394457895,2.339,2.451,2.224,359201.5279,369218.9347,349185.8323,360322.2637,370355.3746,350290.9343,,,,,,,5032.695383,6313.02659,3938.605708,287798.1534,302994.9229,273417.7878,0,0,0,,,,6989.972748,8895.459446,4876.905872,,,,,,,,,,,,,,,,,,,,,
SVCW,1,20,2022,2292282366,2341077319,2245993769,2.006,2.127,1.876,802177.9378,825606.5732,778337.1214,703166.0292,728449.7458,680084.3254,,,,,,,10206.48668,12727.62389,7736.561033,579375.0581,598330.6401,561306.1814,3223.007066,4737.85022,2020.694339,,,,18264.8568,21568.94472,15149.5434,,,,,,,,,,,,,,,,,,,,,
Gil,1,20,2022,1158766590,1202753888,1112173000,1.838,1.979,1.678,613777.9698,641662.9445,588941.2273,522732.8792,561299.4108,487551.8914,,,,,,,29573.58865,34242.07008,25350.23653,413555.492,443341.6598,385686.0074,0,0,0,,,,23523.94661,28055.00862,19162.1961,,,,,,,,,,,,,,,,,,,,,
Dav,1,20,2022,1388481151,1406697125,1369509453,1.88,1.979,1.781,166023.8146,172675.8175,159372.607,169760.4142,177475.0316,162381.154,,,,,,,1079.71127,1724.578736,493.51705,145210.1989,152988.7532,137305.4404,1079.71127,1724.578736,469.4055706,,,,17007.90198,19232.2738,14962.08712,,,,,,,,,,,,,,,,,,,,,
OSP,1,20,2022,500316609.4,525302469,475601955.8,1.588,1.717,1.45,200359.2927,207879.137,186533.9668,255228.5633,267944.2669,230412.7091,,,,,,,1038.899879,1860.807744,238.8065262,204882.5916,216354.6693,183935.8069,0,0,0,,,,7532.455621,9015.427094,6221.995632,,,,,,,,,,,,,,,,,,,,,
Mod,1,20,2022,1396592460,1448691679,1346718087,0.974,1.068,0.874,491057.1085,540052.2883,436575.1225,505720.4698,554734.3423,448480.4804,,,,,,,15413.96101,24620.09946,8644.524685,359099.8012,401809.1822,317270.8272,0,0,0,,,,42389.15301,56520.6838,30277.98173,,,,,,,,,,,,,,,,,,,,,
UCD,1,21,2022,363468779.7,380420438.5,346285800.8,1.409,1.477,1.341,54977.8913,64877.82796,44797.9478,43195.6387,50014.53117,37026.92253,,,,,,,0,0,0,49086.67671,58852.28152,39196.29193,0,0,0,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,
PA,1,21,2022,1068447731,1132898531,1006610153,1.268,1.371,1.168,396469.8428,425151.8154,370401.2916,277177.8919,299637.3762,258138.7283,,,,,,,0,0,0,212972.3876,233084.6571,193437.734,3078.1676,4402.690065,2050.488067,,,,6156.435586,7952.870582,4354.048194,,,,,,,,,,,,,,,,,,,,,
Mer,1,21,2022,1756947823,1796647525,1721088877,0.586,0.619,0.553,508720.0477,525870.8657,492692.6847,494762.3674,512592.6126,476323.537,,,,,,,,,,400144.8397,414879.9264,386270.6715,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sac,1,21,2022,777156424.8,827659223.9,731231865.3,1.42,1.545,1.297,619361.2181,649403.0737,591015.2859,498716.0326,536476.2294,462376.9438,,,,,,,8446.785648,10329.07482,6808.404079,451397.4288,481637.1462,421403.3904,0,0,0,,,,26077.8278,30129.34045,21356.14505,,,,,,,,,,,,,,,,,,,,,
SJ,1,21,2022,1923460961,1972446421,1880970081,1.068,1.13,1.006,525593.4798,541658.0521,508752.2673,477807.1223,489171.8043,466444.7773,,,,,,,3459.114212,5084.97105,1752.726667,353101.5757,368388.7287,337211.1965,0,0,0,,,,9224.774959,11726.67867,7106.97933,,,,,,,,,,,,,,,,,,,,,
Sun,1,21,2022,1200960707,1220275037,1182271743,1.504,1.576,1.432,402172.8779,415941.4357,388801.7939,508254.698,520192.7273,496319.3433,,,,,,,6412.828106,7914.861728,5145.587113,395145.6355,410271.3486,379767.1,0,0,0,,,,7748.929934,9914.053583,5547.379283,,,,,,,,,,,,,,,,,,,,,
SVCW,1,21,2022,1113286171,1138297337,1091251344,1.374,1.444,1.304,624576.125,670758.3287,562217.0027,551399.0535,574120.8099,528680.7866,,,,,,,4039.480705,5938.074848,2556.059943,433267.4012,457282.399,410232.7805,4039.480705,5938.074848,2590.76209,,,,12118.77756,15284.35345,9022.009465,,,,,,,,,,,,,,,,,,,,,
Gil,1,21,2022,2004617957,2083580433,1933971270,1.269,1.337,1.201,629208.7836,663384.3756,592270.3598,634947.4754,678685.1099,588499.5233,,,,,,,7230.46503,9926.707198,5009.360128,494817.2961,520428.2818,468192.3276,0,0,0,,,,250038.9066,274828.8572,227803.6473,,,,,,,,,,,,,,,,,,,,,
Dav,1,21,2022,623024468.1,645285932.8,599743196.2,1.181,1.273,1.079,106472.6825,111963.8623,100982.0388,140212.1688,152647.9906,127443.6529,,,,,,,0,0,0,109307.1565,117140.07,102466.646,0,0,0,,,,10503.86586,13646.0759,7816.591961,,,,,,,,,,,,,,,,,,,,,
OSP,1,21,2022,384965006.5,407156472,364891590.3,1.33,1.436,1.241,177601.9117,190596.7257,164411.9233,187881.2345,205477.7201,169688.2891,,,,,,,0,0,0,157390.1755,173524.0076,139883.7286,0,0,0,,,,2724.24097,3869.31763,1640.972719,,,,,,,,,,,,,,,,,,,,,
UCD,1,22,2022,499214084.6,511348329.7,485477105.5,1.53,1.631,1.418,37295.8704,44168.24484,30309.24414,33033.1627,40212.47776,26923.39064,,,,,,,0,0,0,24507.99119,29969.39079,19754.28783,0,0,0,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,
PA,1,22,2022,727493513.9,776899620.5,686308448,0.593,0.641,0.546,140754.8326,148788.4901,132721.8772,171501.4633,184653.4198,158566.0147,,,,,,,0,0,0,134790.2402,144542.4284,124652.6443,2299.098381,3501.548992,994.0855983,,,,2758.924641,4055.647115,1757.706427,,,,,,,,,,,,,,,,,,,,,
Mer,1,22,2022,4856287152,5026161260,4698343382,0.416,0.445,0.383,360176.7775,373835.5775,347052.9473,328463.3194,342645.5346,316722.4276,,,,,,,,,,285273.0958,299317.4014,271783.8564,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sac,1,22,2022,1033123579,1074862150,991028844.5,1.174,1.266,1.09,586983.5509,625172.2643,552933.5273,661505.2798,698634.6178,626068.0675,,,,,,,9269.878525,11008.03578,7730.398939,532412.7723,560790.3948,505705.3066,0,0,0,,,,12746.46019,14758.62345,10783.82904,,,,,,,,,,,,,,,,,,,,,
SJ,1,22,2022,1011249181,1032320613,988476757.4,0.717,0.76,0.674,602853.1316,626012.745,580718.5677,557988.5152,574688.94,542032.573,,,,,,,3045.311945,4259.283671,2087.548107,385681.5178,401338.1928,369820.631,1141.977405,1955.076011,324.5017843,,,,7232.816871,9139.984192,5678.40816,,,,,,,,,,,,,,,,,,,,,
Sun,1,22,2022,935712333.1,978507082.3,894443755,1.426,1.526,1.33,409281.6657,423522.4434,396074.692,408251.1775,423483.608,393894.1183,,,,,,,4133.059834,5389.240785,3089.279979,255903.3529,265895.1621,246547.2142,0,0,0,,,,4450.997375,5749.788513,3286.518225,,,,,,,,,,,,,,,,,,,,,
SVCW,1,22,2022,727807670.4,773001610.6,687057142.7,1.364,1.479,1.267,269637.031,288051.6634,250968.5342,213987.1136,226862.8388,199550.4874,,,,,,,7351.536117,9167.467587,5792.955428,141003.8269,154292.2375,126076.9414,6577.659536,8677.007326,4721.424938,,,,10447.11672,12583.52276,8567.698381,,,,,,,,,,,,,,,,,,,,,
Gil,1,22,2022,763406156.3,790011257.6,740430735.6,1.282,1.354,1.212,563010.63,585788.9965,538000.3187,504881.6565,526450.3787,482539.6297,,,,,,,11060.35107,14573.06953,8163.399167,325071.1614,344412.4087,302515.2611,0,0,0,,,,10138.63087,13518.6718,7375.339667,,,,,,,,,,,,,,,,,,,,,
Dav,1,22,2022,489521179.2,515879618.3,464034423.8,1.167,1.266,1.077,85049.02522,92992.28191,77167.29641,84295.97219,92042.35077,77496.22663,,,,,,,0,0,0,45523.6276,50585.4845,41025.74984,1078.012958,1845.567301,527.7590205,,,,5030.854046,6498.845915,3672.67852,,,,,,,,,,,,,,,,,,,,,
OSP,1,22,2022,576807433.6,612926891.4,544497738,0.943,1.003,0.876,384796.2469,404450.115,361228.7733,385811.9345,405101.1566,363311.6893,,,,,,,5255.689376,6681.040821,4049.142202,299199.6309,318981.2554,278386.773,1642.356775,2501.326137,934.6359815,,,,10183.28789,12117.96622,8347.298549,,,,,,,,,,,,,,,,,,,,,
Mod,1,22,2022,3754692206,3910304499,3626999796,1.129,1.208,1.06,668476.6715,728097.1727,616377.5586,576375.9383,640039.5589,518631.9925,,,,,,,10908.03539,18674.65226,3072.038951,560359.5719,613906.5846,513001.982,0,0,0,,,,47269.2888,64114.66253,29000.34787,,,,,,,,,,,,,,,,,,,,,
UCD,1,23,2022,677355393.6,699256873.5,656842823.5,1.323,1.408,1.256,96040.77461,107589.1348,84850.17434,123212.4916,134146.1377,112279.4616,,,,,,,0,0,0,72753.77419,82107.87651,64705.85848,0,0,0,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,
PA,1,23,2022,836184284,862876111.1,809296315.2,1.041,1.127,0.95,322241.7163,333374.1206,311110.8023,351530.8485,363159.2769,339904.0724,,,,,,,2717.144929,3886.322054,1698.23314,280253.6432,297378.4105,263473.7051,1552.642911,2636.760157,523.3482064,,,,1552.642911,2479.973366,702.4086583,,,,,,,,,,,,,,,,,,,,,
Mer,1,23,2022,2070694414,2097176451,2048614244,0.498,0.529,0.467,622875.8046,647852.0067,596954.0233,615899.7442,632795.9517,599006.7245,,,,,,,,,,482531.1938,505420.5953,460591.1685,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sac,1,23,2022,978327733.7,1022326091,941690363.9,0.669,0.729,0.598,406903.4662,421531.3215,393196.5408,477491.2569,491021.9815,464868.2062,,,,,,,5849.768255,7702.822512,3703.954512,369749.6062,390647.9541,350854.7715,0,0,0,,,,11700.06358,13971.2645,9723.594975,,,,,,,,,,,,,,,,,,,,,
SJ,1,23,2022,1642483052,1683433918,1599620398,1.122,1.185,1.059,628084.4281,654899.7988,601321.3737,591203.6391,620984.1129,563002.8134,,,,,,,3541.573015,4807.867491,2273.031854,377828.4466,392192.0803,364335.9633,12557.33837,15121.75094,9954.639216,,,,8049.303049,9764.574612,6547.873191,,,,,,,,,,,,,,,,,,,,,
Sun,1,23,2022,1773614918,1864926177,1694142719,0.862,0.936,0.785,346971.3297,366268.4331,324456.4659,353372.7337,372448.8078,331773.1891,,,,,,,3595.40074,4859.225792,2572.491387,265935.5595,276736.1944,253816.6009,0,0,0,,,,7550.544906,9585.390779,5322.480062,,,,,,,,,,,,,,,,,,,,,
SVCW,1,23,2022,934576601,980406975,890993060.5,0.795,0.854,0.733,237562.4975,252593.0983,222609.2021,232913.6097,245346.1849,220482.1471,,,,,,,2098.149648,3592.05134,605.2615177,157888.5136,174192.5297,142187.6243,0,0,0,,,,5595.134515,7825.556127,3835.441488,,,,,,,,,,,,,,,,,,,,,
Gil,1,23,2022,549281203.1,568578546.7,529969679.7,0.77,0.825,0.714,1118156.664,1165362.734,1071097.018,656611.8953,681395.7137,631831.2751,,,,,,,2899.050713,5016.767617,859.1639273,547018.9952,570726.7992,522802.8346,0,0,0,,,,16428.53804,21340.75068,11235.9307,,,,,,,,,,,,,,,,,,,,,
Dav,1,23,2022,551374552.9,589587659.9,523026066.4,0.685,0.731,0.635,147738.6861,160180.1844,134991.682,115698.8748,122480.32,107467.6755,,,,,,,0,0,0,102577.8614,112268.464,91882.33549,1167.278753,1998.391584,570.7936951,,,,4669.218124,6220.228058,2914.601237,,,,,,,,,,,,,,,,,,,,,
OSP,1,23,2022,421846959.2,442391083.2,401874929.2,0.54,0.58,0.5,140329.0707,147065.4114,133593.3934,198614.8668,209186.8718,188022.4338,,,,,,,1021.625987,1749.032973,486.7244026,178209.1666,193528.4103,162065.2019,0,0,0,,,,5108.282618,6543.438936,3570.42469,,,,,,,,,,,,,,,,,,,,,
Mod,1,23,2022,407847338.8,418662096,395208723.4,0.975,1.043,0.902,534076.4805,595005.1825,473565.8189,436951.188,496241.1465,388091.4315,,,,,,,0,0,0,323649.8714,367075.2081,283797.7134,0,0,0,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,
UCD,1,24,2022,350945197.2,357146199.5,344746026,1.57,1.656,1.489,34201.56108,41738.10747,27606.30713,34201.56108,40486.96624,28368.61346,,,,,,,0,0,0,15545.47151,19912.92107,11869.38153,0,0,0,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,
PA,1,24,2022,997255350.7,1053422953,940952758.7,1.282,1.359,1.205,242666.6577,256048.5363,228677.543,222346.6237,237656.1165,206653.6903,,,,,,,0,0,0,187110.0585,199335.5115,172833.1884,1092.610011,1870.557666,543.8609049,,,,1092.610011,1870.557666,542.4617479,,,,,,,,,,,,,,,,,,,,,
Mer,1,24,2022,3251136309,3329105380,3185109632,0.683,0.742,0.625,546158.9044,560873.0866,530747.9042,514346.056,530184.6477,498812.232,,,,,,,,,,410647.3883,426114.7142,393860.9622,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sac,1,24,2022,1023715937,1071883332,985740055.9,0.943,1.005,0.881,373411.4208,386996.133,361347.1379,495249.3395,508965.3257,481535.9267,,,,,,,17827.60355,20515.85629,15385.34108,411083.7967,430179.8987,392063.1712,1114.100573,1907.350407,307.7452559,,,,8541.862171,10445.34596,6885.035644,,,,,,,,,,,,,,,,,,,,,
SJ,1,24,2022,1321316394,1394554896,1259211242,1.134,1.234,1.034,290949.8874,307524.843,276227.7471,338617.4808,363072.8812,316387.1286,,,,,,,3783.765079,4887.859026,2859.963374,232933.8602,250800.7505,216176.9267,0,0,0,,,,6486.602551,8188.064745,4780.52943,,,,,,,,,,,,,,,,,,,,,
Sun,1,24,2022,2277299505,2392512863,2187350513,1.238,1.319,1.167,176922.6963,187095.9878,167048.5314,206093.7974,221410.881,192028.6506,,,,,,,2739.818158,3761.49713,1654.398287,140870.2147,147511.257,134229.8761,0,0,0,,,,4566.431817,5849.356406,3226.330751,,,,,,,,,,,,,,,,,,,,,
SVCW,1,24,2022,1068673287,1096145211,1039482446,1.105,1.184,1.028,398941.0775,424198.5994,369166.4303,288363.6811,305945.5274,265777.9805,,,,,,,0,0,0,228698.9735,250924.0729,206046.0296,2713.34952,4645.279225,1287.031261,,,,5426.73936,7977.361187,3354.375853,,,,,,,,,,,,,,,,,,,,,
Gil,1,24,2022,1717977656,1797044670,1625463253,1.16,1.224,1.095,528868.7652,570656.6865,490766.8971,434516.2349,478211.6967,393664.9779,,,,,,,6000.095193,9138.204766,3269.092842,329179.9436,363352.1218,297903.3848,0,0,0,,,,43204.07664,50786.00638,36418.11707,,,,,,,,,,,,,,,,,,,,,
Dav,1,24,2022,827053009.5,887768457.8,773208860.3,0.782,0.843,0.715,124093.086,138036.0618,109797.0009,104269.217,116811.7372,91969.1873,,,,,,,0,0,0,81085.68946,93489.29117,69700.54387,0,0,0,,,,6246.928658,7976.450616,4607.248874,,,,,,,,,,,,,,,,,,,,,
OSP,1,24,2022,332870023,359687371.5,305120250,0.658,0.753,0.553,86249.88356,91558.4096,80941.78582,127127.2225,136533.0612,116628.078,,,,,,,984.37029,1685.250851,477.4324204,95404.20665,104890.5757,85390.97437,0,0,0,,,,984.37029,1685.250851,472.3213221,,,,,,,,,,,,,,,,,,,,,
Mod,1,24,2022,1929148040,2032259476,1834823676,1.199,1.267,1.131,671331.8999,725597.4524,602434.9351,657483.4892,724947.6113,577432.5618,,,,,,,28094.32701,39293.74395,17500.86855,498246.3695,564452.1007,422229.4843,0,0,0,,,,42141.91437,55526.01815,31103.99953,,,,,,,,,,,,,,,,,,,,,
UCD,1,25,2022,361080852.4,367292785.7,354157805.9,1.007,1.059,0.955,27931.09836,32906.52182,23484.94947,29527.30237,34722.17342,24377.82079,,,,,,,0,0,0,25536.81951,31061.26451,19926.66721,0,0,0,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,
PA,1,25,2022,1010062196,1040214993,982933141.2,1.418,1.495,1.341,208572.446,218405.1436,198740.7384,239665.4512,259818.526,223675.0751,,,,,,,0,0,0,199292.9085,212824.6977,186525.5535,1332.721789,2281.631071,383.6510594,,,,4442.477955,6004.058071,3086.640028,,,,,,,,,,,,,,,,,,,,,
Mer,1,25,2022,1771080533,1817658959,1736097093,0.473,0.527,0.431,357806.8607,376688.9465,342697.0411,376071.2899,398208.7547,357401.5641,,,,,,,,,,289239.1538,309550.9915,271318.8666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sac,1,25,2022,1021599155,1045580377,991075388.3,1.14,1.22,1.058,336554.8187,346730.8945,326380.2793,400122.3776,414329.0255,387471.0136,,,,,,,12804.17211,14825.42191,10975.64068,328227.7054,341735.31,316379.0173,0,0,0,,,,14841.43072,17009.43543,12866.16259,,,,,,,,,,,,,,,,,,,,,
SJ,1,25,2022,1814311899,1867442157,1758786934,1.344,1.435,1.252,568735.4846,584933.6281,550489.2203,594183.1148,619563.6847,568245.2471,,,,,,,4419.246087,6121.122531,2608.678279,406029.3735,432985.3155,376932.8973,0,0,0,,,,11490.45993,14008.31051,9037.671943,,,,,,,,,,,,,,,,,,,,,
Sun,1,25,2022,1841131425,1935519837,1753310351,1.546,1.687,1.391,252066.8016,269098.1672,236370.5105,244524.0959,261726.7824,229708.9791,,,,,,,1956.1517,2875.56214,1200.583137,197974.4361,213423.682,184652.8045,0,0,0,,,,5868.622514,7361.615289,4592.806481,,,,,,,,,,,,,,,,,,,,,
SVCW,1,25,2022,839469000.8,866783800.8,811860498.3,1.589,1.691,1.483,548721.0216,574009.7546,521948.2255,577031.9537,612544.8675,541146.3252,,,,,,,2280.469638,3473.175354,1261.131685,385184.533,437111.3178,335828.1662,5473.212466,7211.474773,4039.658875,,,,15052.03455,17818.19948,12588.36809,,,,,,,,,,,,,,,,,,,,,
Gil,1,25,2022,1298167043,1357635260,1242688041,1.573,1.659,1.487,589472.717,617119.7933,559520.1104,566132.9129,602491.1064,529728.9762,,,,,,,4554.644292,6695.37117,2831.083097,420723.2587,447465.7398,394556.5493,3036.415422,4849.941184,1365.777347,,,,28089.00106,32947.37101,23627.9562,,,,,,,,,,,,,,,,,,,,,
Dav,1,25,2022,847223710.7,908286737.9,790240496.5,1.315,1.439,1.178,131765.0224,151594.4489,108888.5192,100733.3379,109298.5147,91166.85357,,,,,,,0,0,0,78807.61137,89633.71658,68020.10327,0,0,0,,,,3751.238539,4943.178818,2696.656724,,,,,,,,,,,,,,,,,,,,,
OSP,1,25,2022,541241805.9,580761952.6,503991558.9,0.907,0.995,0.821,156744.1714,166995.1399,147732.8187,159168.9303,173265.8006,146765.1426,,,,,,,3540.674617,4721.045037,2575.662401,129730.8238,143031.9717,117069.3686,0,0,0,,,,3218.78784,4350.226044,2137.265214,,,,,,,,,,,,,,,,,,,,,
Mod,1,25,2022,2031440182,2149148869,1939675859,0.993,1.076,0.922,613000.9113,676748.5107,558306.0306,606071.2928,683345.3803,543628.6373,,,,,,,0,0,0,498670.806,560751.3068,445434.0106,0,0,0,,,,45610.15661,58919.11791,34119.77187,,,,,,,,,,,,,,,,,,,,,
UCD,1,26,2022,240587329.6,246799937.5,234883733.3,1.1,1.154,1.046,5021.857379,7023.748599,3442.463122,2510.905057,4010.565658,1123.692278,,,,,,,0,0,0,0,0,0,0,0,0,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,
PA,1,26,2022,1405341237,1445774050,1363772118,1.5,1.609,1.393,197763.9609,206975.2674,187361.2562,327144.126,340341.0585,312226.5207,,,,,,,1187.945438,2033.773111,578.1294626,254907.0986,265366.729,244390.1213,4355.882967,5808.026585,3168.684231,,,,7919.956782,9822.839142,6280.463789,,,,,,,,,,,,,,,,,,,,,
Mer,1,26,2022,16918588362,17370225694,16652729885,0.518,0.549,0.487,376549.1471,389229.3762,364750.5077,369893.6258,389273.2818,351886.2085,,,,,,,,,,301525.1598,316869.2461,289006.2003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sac,1,26,2022,962927571.7,1006588542,918797851.7,1.259,1.355,1.146,413417.867,427776.6927,399967.5751,429090.1184,450556.4881,407009.2773,,,,,,,9430.566629,11515.32968,7082.933584,336712.3667,357126.4903,314751.6886,0,0,0,,,,3536.296288,4659.406741,2391.64571,,,,,,,,,,,,,,,,,,,,,
SJ,1,26,2022,1761378191,1786096191,1736186417,1.627,1.733,1.533,318412.7531,329039.1729,307787.9919,332630.5998,343880.7501,321770.6542,,,,,,,1629.965893,2482.45355,999.4904203,273645.9262,287132.1802,259964.9014,1629.965893,2482.45355,999.4904203,,,,15975.34573,18620.75363,13273.54148,,,,,,,,,,,,,,,,,,,,,
Sun,1,26,2022,4190821270,4303534454,4108493860,1.629,1.712,1.546,242328.9928,257411.857,230320.625,261484.7071,270464.7787,252505.932,,,,,,,2082.187171,2978.144518,1387.02638,202491.9223,212930.6918,192996.7793,1189.812726,2075.752402,278.1209213,,,,8924.15623,10649.3445,7396.248429,,,,,,,,,,,,,,,,,,,,,
SVCW,1,26,2022,899318055.8,918028960.3,883581048.1,1.762,1.848,1.676,214743.6744,228325.8008,201162.6303,198413.6255,215852.6687,179661.1579,,,,,,,2330.710759,3990.196161,1156.602625,148573.6434,159869.8727,137278.1702,12430.82682,15802.06982,9574.163067,,,,7769.159905,10500.10458,5558.798442,,,,,,,,,,,,,,,,,,,,,
